,speaker,path
882,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531620.mp3
883,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531621.mp3
884,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531622.mp3
885,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531628.mp3
886,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531629.mp3
887,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531630.mp3
888,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531631.mp3
889,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531632.mp3
890,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531633.mp3
891,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531635.mp3
892,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531636.mp3
893,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531642.mp3
894,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531643.mp3
895,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531644.mp3
896,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531645.mp3
897,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531652.mp3
898,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531656.mp3
899,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531672.mp3
900,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531673.mp3
901,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531674.mp3
902,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531676.mp3
903,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531687.mp3
904,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531688.mp3
905,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531689.mp3
906,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531690.mp3
907,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531691.mp3
908,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531700.mp3
909,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531702.mp3
910,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531704.mp3
911,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531705.mp3
912,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531825.mp3
913,d8cdda090e6c501f5e8b370b0b63cd7322c9ed8c65c953ba48ae264bafbcac5a9b6d3c47ff3bb7316f96fca329a85b06812eea4b1a02aab893e0f9ecb9032d2b,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531826.mp3
914,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531827.mp3
915,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531828.mp3
916,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531829.mp3
917,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531875.mp3
918,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531876.mp3
919,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531877.mp3
920,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531878.mp3
921,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531884.mp3
922,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531885.mp3
923,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531887.mp3
924,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531901.mp3
925,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531903.mp3
926,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531905.mp3
927,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531912.mp3
928,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531913.mp3
929,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531915.mp3
930,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531916.mp3
931,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531917.mp3
932,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531920.mp3
933,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531921.mp3
934,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531922.mp3
935,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531923.mp3
936,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531926.mp3
937,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531929.mp3
938,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531930.mp3
939,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531932.mp3
940,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531933.mp3
941,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531934.mp3
942,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531935.mp3
943,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531936.mp3
944,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531937.mp3
945,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531938.mp3
946,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531939.mp3
947,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531940.mp3
948,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531947.mp3
949,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531954.mp3
950,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531955.mp3
951,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531956.mp3
952,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531957.mp3
953,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531959.mp3
954,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531960.mp3
955,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531962.mp3
956,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531963.mp3
957,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531964.mp3
958,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531965.mp3
959,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531966.mp3
960,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38531967.mp3
961,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532403.mp3
962,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532404.mp3
963,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532405.mp3
964,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532406.mp3
965,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532888.mp3
966,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532889.mp3
967,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532891.mp3
968,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532892.mp3
969,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532901.mp3
970,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532903.mp3
971,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532905.mp3
972,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532919.mp3
973,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532921.mp3
974,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532922.mp3
975,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532923.mp3
976,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532924.mp3
977,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532951.mp3
978,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532952.mp3
979,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532953.mp3
980,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532954.mp3
981,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532960.mp3
982,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532961.mp3
983,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532962.mp3
984,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532963.mp3
985,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532975.mp3
986,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532976.mp3
987,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532978.mp3
988,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38532991.mp3
989,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38533006.mp3
990,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38533007.mp3
991,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38533008.mp3
992,ea78257ceab1da0980e844afb20919f1380984daa5f83cba35511ff84005184949c4d48199f212ffd21626877bb708c74e898be65eff2208efac04b4cb3dcc22,..\data.\cv-corpus-16.1-delta-2023-12-06\pt\clips\common_voice_pt_38533009.mp3
